,EmployeeNo,Promoted_or_Not
4725,YAK/S/15996,1
4726,YAK/S/15999,1
4727,YAK/S/16000,1
4728,YAK/S/16001,1
4729,YAK/S/16007,1
4730,YAK/S/16009,1
4731,YAK/S/16025,1
4732,YAK/S/16027,1
4733,YAK/S/16030,1
4734,YAK/S/16031,1
4735,YAK/S/16033,1
4736,YAK/S/16040,1
4737,YAK/S/16042,1
4738,YAK/S/16044,1
4739,YAK/S/16046,1
4740,YAK/S/16047,1
4741,YAK/S/16049,1
4742,YAK/S/16050,1
4743,YAK/S/16054,1
4744,YAK/S/16055,1
4745,YAK/S/16057,1
4746,YAK/S/16060,1
4747,YAK/S/16064,1
4748,YAK/S/16067,1
4749,YAK/S/16068,1
4750,YAK/S/16069,1
4751,YAK/S/16070,1
4752,YAK/S/16071,1
4753,YAK/S/16074,1
4754,YAK/S/16075,1
4755,YAK/S/16076,1
4756,YAK/S/16078,1
4757,YAK/S/16085,1
4758,YAK/S/16088,1
4759,YAK/S/16093,1
4760,YAK/S/16095,1
4761,YAK/S/16097,1
4762,YAK/S/16099,1
4763,YAK/S/16103,1
4764,YAK/S/16104,1
4765,YAK/S/16105,1
4766,YAK/S/16108,1
4767,YAK/S/16110,1
4768,YAK/S/16113,1
4769,YAK/S/16117,1
4770,YAK/S/16118,1
4771,YAK/S/16121,1
4772,YAK/S/16122,1
4773,YAK/S/16127,1
4774,YAK/S/16128,1
4775,YAK/S/16129,1
4776,YAK/S/16132,1
4777,YAK/S/16134,1
4778,YAK/S/16137,1
4779,YAK/S/16143,1
4780,YAK/S/16153,1
4781,YAK/S/16155,1
4782,YAK/S/16156,1
4783,YAK/S/16158,1
4784,YAK/S/16163,1
4785,YAK/S/16168,1
4786,YAK/S/16169,1
4787,YAK/S/16174,1
4788,YAK/S/16178,1
4789,YAK/S/16180,1
4790,YAK/S/16183,1
4791,YAK/S/16188,1
4792,YAK/S/16191,1
4793,YAK/S/16192,1
4794,YAK/S/16194,1
4795,YAK/S/16203,1
4796,YAK/S/16204,1
4797,YAK/S/16206,1
4798,YAK/S/16207,1
4799,YAK/S/16208,1
4800,YAK/S/16210,1
4801,YAK/S/16212,1
4802,YAK/S/16221,1
4803,YAK/S/16226,1
4804,YAK/S/16229,1
4805,YAK/S/16238,1
4806,YAK/S/16240,1
4807,YAK/S/16243,1
4808,YAK/S/16244,1
4809,YAK/S/16247,1
4810,YAK/S/16249,1
4811,YAK/S/16252,1
4812,YAK/S/16253,1
4813,YAK/S/16254,1
4814,YAK/S/16256,1
4815,YAK/S/16263,1
4816,YAK/S/16265,1
4817,YAK/S/16269,1
4818,YAK/S/16278,1
4819,YAK/S/16284,1
4820,YAK/S/16286,1
4821,YAK/S/16287,1
4822,YAK/S/16291,1
4823,YAK/S/16295,1
4824,YAK/S/16300,1
4825,YAK/S/16303,1
4826,YAK/S/16304,1
4827,YAK/S/16307,1
4828,YAK/S/16308,1
4829,YAK/S/16309,1
4830,YAK/S/16313,1
4831,YAK/S/16319,1
4832,YAK/S/16321,1
4833,YAK/S/16322,1
4834,YAK/S/16323,1
4835,YAK/S/16324,1
4836,YAK/S/16333,1
4837,YAK/S/16337,1
4838,YAK/S/16347,1
4839,YAK/S/16352,1
4840,YAK/S/16353,1
4841,YAK/S/16354,1
4842,YAK/S/16355,1
4843,YAK/S/16356,1
4844,YAK/S/16359,1
4845,YAK/S/16360,1
4846,YAK/S/16361,1
4847,YAK/S/16364,1
4848,YAK/S/16366,1
4849,YAK/S/16371,1
4850,YAK/S/16375,1
4851,YAK/S/16382,1
4852,YAK/S/16384,1
4853,YAK/S/16387,1
4854,YAK/S/16388,1
4855,YAK/S/16390,1
4856,YAK/S/16392,1
4857,YAK/S/16397,1
4858,YAK/S/16398,1
4859,YAK/S/16401,1
4860,YAK/S/16403,1
4861,YAK/S/16405,1
4862,YAK/S/16410,1
4863,YAK/S/16412,1
4864,YAK/S/16413,1
4865,YAK/S/16414,1
4866,YAK/S/16415,1
4867,YAK/S/16424,1
4868,YAK/S/16425,1
4869,YAK/S/16426,1
4870,YAK/S/16428,1
4871,YAK/S/16438,1
4872,YAK/S/16440,1
4873,YAK/S/16443,1
4874,YAK/S/16446,1
4875,YAK/S/16448,1
4876,YAK/S/16449,1
4877,YAK/S/16450,1
4878,YAK/S/16453,1
4879,YAK/S/16454,1
4880,YAK/S/16455,1
4881,YAK/S/16456,1
4882,YAK/S/16458,1
4883,YAK/S/16461,1
4884,YAK/S/16462,1
4885,YAK/S/16469,1
4886,YAK/S/16471,1
4887,YAK/S/16473,1
4888,YAK/S/16476,1
4889,YAK/S/16477,1
4890,YAK/S/16481,1
4891,YAK/S/16485,1
4892,YAK/S/16491,1
4893,YAK/S/16492,1
4894,YAK/S/16502,1
4895,YAK/S/16504,1
4896,YAK/S/16510,1
4897,YAK/S/16511,1
4898,YAK/S/16512,1
4899,YAK/S/16515,1
4900,YAK/S/16516,1
4901,YAK/S/16526,1
4902,YAK/S/16532,1
4903,YAK/S/16533,1
4904,YAK/S/16534,1
4905,YAK/S/16536,1
4906,YAK/S/16539,1
4907,YAK/S/16542,1
4908,YAK/S/16544,1
4909,YAK/S/16545,1
4910,YAK/S/16548,1
4911,YAK/S/16554,1
4912,YAK/S/16556,1
4913,YAK/S/16558,1
4914,YAK/S/16560,1
4915,YAK/S/16566,1
4916,YAK/S/16571,1
4917,YAK/S/16575,1
4918,YAK/S/16581,1
4919,YAK/S/16586,1
4920,YAK/S/16589,1
4921,YAK/S/16592,1
4922,YAK/S/16596,1
4923,YAK/S/16597,1
4924,YAK/S/16599,1
4925,YAK/S/16600,1
4926,YAK/S/16601,1
4927,YAK/S/16605,1
4928,YAK/S/16615,1
4929,YAK/S/16617,1
4930,YAK/S/16628,1
4931,YAK/S/16629,1
4932,YAK/S/16631,1
4933,YAK/S/16636,1
4934,YAK/S/16637,1
4935,YAK/S/16645,1
4936,YAK/S/16653,1
4937,YAK/S/16655,1
4938,YAK/S/16657,1
4939,YAK/S/16661,1
4940,YAK/S/16662,1
4941,YAK/S/16668,1
4942,YAK/S/16669,1
4943,YAK/S/16676,1
4944,YAK/S/16689,1
4945,YAK/S/16691,1
4946,YAK/S/16693,1
4947,YAK/S/16695,1
4948,YAK/S/16696,1
4949,YAK/S/16699,1
4950,YAK/S/16701,1
4951,YAK/S/16702,1
4952,YAK/S/16712,1
4953,YAK/S/16713,1
4954,YAK/S/16714,1
4955,YAK/S/16719,1
4956,YAK/S/16722,1
4957,YAK/S/16723,1
4958,YAK/S/16724,1
4959,YAK/S/16727,1
4960,YAK/S/16730,1
4961,YAK/S/16731,1
4962,YAK/S/16732,1
4963,YAK/S/16739,1
4964,YAK/S/16740,1
4965,YAK/S/16745,1
4966,YAK/S/16748,1
4967,YAK/S/16750,1
4968,YAK/S/16755,1
4969,YAK/S/16762,1
4970,YAK/S/16763,1
4971,YAK/S/16764,1
4972,YAK/S/16765,1
4973,YAK/S/16770,1
4974,YAK/S/16776,1
4975,YAK/S/16780,1
4976,YAK/S/16781,1
4977,YAK/S/16783,1
4978,YAK/S/16784,1
4979,YAK/S/16787,1
4980,YAK/S/16791,1
4981,YAK/S/16795,1
4982,YAK/S/16798,1
4983,YAK/S/16800,1
4984,YAK/S/16803,1
4985,YAK/S/16807,1
4986,YAK/S/16810,1
4987,YAK/S/16813,1
4988,YAK/S/16816,1
4989,YAK/S/16820,1
4990,YAK/S/16824,1
4991,YAK/S/16825,1
4992,YAK/S/16826,1
4993,YAK/S/16831,1
4994,YAK/S/16834,1
4995,YAK/S/16835,1
4996,YAK/S/16837,1
4997,YAK/S/16845,1
4998,YAK/S/16848,1
4999,YAK/S/16849,1
5000,YAK/S/16854,1
5001,YAK/S/16865,1
5002,YAK/S/16867,1
5003,YAK/S/16875,1
5004,YAK/S/16882,1
5005,YAK/S/16883,1
5006,YAK/S/16884,1
5007,YAK/S/16886,1
5008,YAK/S/16898,1
5009,YAK/S/16899,1
5010,YAK/S/16900,1
5011,YAK/S/16903,1
5012,YAK/S/16906,1
5013,YAK/S/16915,1
5014,YAK/S/16921,1
5015,YAK/S/16927,1
5016,YAK/S/16931,1
5017,YAK/S/16932,1
5018,YAK/S/16933,1
5019,YAK/S/16935,1
5020,YAK/S/16936,1
5021,YAK/S/16939,1
5022,YAK/S/16942,1
5023,YAK/S/16943,1
5024,YAK/S/16944,1
5025,YAK/S/16946,1
5026,YAK/S/16949,1
5027,YAK/S/16950,1
5028,YAK/S/16951,1
5029,YAK/S/16957,1
5030,YAK/S/16959,1
5031,YAK/S/16962,1
5032,YAK/S/16971,1
5033,YAK/S/16975,1
5034,YAK/S/16983,1
5035,YAK/S/16984,1
5036,YAK/S/17002,1
5037,YAK/S/17005,1
5038,YAK/S/17021,1
5039,YAK/S/17025,1
5040,YAK/S/17030,1
5041,YAK/S/17031,1
5042,YAK/S/17033,1
5043,YAK/S/17034,1
5044,YAK/S/17036,1
5045,YAK/S/17050,1
5046,YAK/S/17057,1
5047,YAK/S/17060,1
5048,YAK/S/17061,1
5049,YAK/S/17062,1
5050,YAK/S/17063,1
5051,YAK/S/17064,1
5052,YAK/S/17069,1
5053,YAK/S/17070,1
5054,YAK/S/17076,1
5055,YAK/S/17081,1
5056,YAK/S/17082,1
5057,YAK/S/17083,1
5058,YAK/S/17084,1
5059,YAK/S/17087,1
5060,YAK/S/17090,1
5061,YAK/S/17091,1
5062,YAK/S/17092,1
5063,YAK/S/17100,1
5064,YAK/S/17106,1
5065,YAK/S/17114,1
5066,YAK/S/17118,1
5067,YAK/S/17119,1
5068,YAK/S/17124,1
5069,YAK/S/17125,1
5070,YAK/S/17126,1
5071,YAK/S/17129,1
5072,YAK/S/17131,1
5073,YAK/S/17132,1
5074,YAK/S/17139,1
5075,YAK/S/17140,1
5076,YAK/S/17141,1
5077,YAK/S/17142,1
5078,YAK/S/17147,1
5079,YAK/S/17148,1
5080,YAK/S/17149,1
5081,YAK/S/17153,1
5082,YAK/S/17155,1
5083,YAK/S/17156,1
5084,YAK/S/17159,1
5085,YAK/S/17161,1
5086,YAK/S/17167,1
5087,YAK/S/17175,1
5088,YAK/S/17176,1
5089,YAK/S/17177,1
5090,YAK/S/17180,1
5091,YAK/S/17182,1
5092,YAK/S/17185,1
5093,YAK/S/17186,1
5094,YAK/S/17188,1
5095,YAK/S/17203,1
5096,YAK/S/17204,1
5097,YAK/S/17207,1
5098,YAK/S/17210,1
5099,YAK/S/17211,1
5100,YAK/S/17214,1
5101,YAK/S/17216,1
5102,YAK/S/17217,1
5103,YAK/S/17221,1
5104,YAK/S/17225,1
5105,YAK/S/17230,1
5106,YAK/S/17232,1
5107,YAK/S/17233,1
5108,YAK/S/17234,1
5109,YAK/S/17235,1
5110,YAK/S/17236,1
5111,YAK/S/17238,1
5112,YAK/S/17240,1
5113,YAK/S/17241,1
5114,YAK/S/17243,1
5115,YAK/S/17244,1
5116,YAK/S/17246,1
5117,YAK/S/17249,1
5118,YAK/S/17250,1
5119,YAK/S/17251,1
5120,YAK/S/17256,1
5121,YAK/S/17257,1
5122,YAK/S/17261,1
5123,YAK/S/17271,1
5124,YAK/S/17275,1
5125,YAK/S/17284,1
5126,YAK/S/17289,1
5127,YAK/S/17290,1
5128,YAK/S/17291,1
5129,YAK/S/17292,1
5130,YAK/S/17294,1
5131,YAK/S/17295,1
5132,YAK/S/17296,1
5133,YAK/S/17301,1
5134,YAK/S/17302,1
5135,YAK/S/17306,1
5136,YAK/S/17308,1
5137,YAK/S/17310,1
5138,YAK/S/17314,1
5139,YAK/S/17317,1
5140,YAK/S/17319,1
5141,YAK/S/17321,1
5142,YAK/S/17330,1
5143,YAK/S/17331,1
5144,YAK/S/17333,1
5145,YAK/S/17334,1
5146,YAK/S/17341,1
5147,YAK/S/17342,1
5148,YAK/S/17345,1
5149,YAK/S/17350,1
5150,YAK/S/17353,1
5151,YAK/S/17354,1
5152,YAK/S/17357,1
5153,YAK/S/17358,1
5154,YAK/S/17359,1
5155,YAK/S/17365,1
5156,YAK/S/17368,1
5157,YAK/S/17371,1
5158,YAK/S/17374,1
5159,YAK/S/17378,1
5160,YAK/S/17382,1
5161,YAK/S/17384,1
5162,YAK/S/17385,1
5163,YAK/S/17386,1
5164,YAK/S/17392,1
5165,YAK/S/17393,1
5166,YAK/S/17396,1
5167,YAK/S/17403,1
5168,YAK/S/17404,1
5169,YAK/S/17407,1
5170,YAK/S/17418,1
5171,YAK/S/17419,1
5172,YAK/S/17421,1
5173,YAK/S/17422,1
5174,YAK/S/17423,1
5175,YAK/S/17428,1
5176,YAK/S/17438,1
5177,YAK/S/17440,1
5178,YAK/S/17445,1
5179,YAK/S/17446,1
5180,YAK/S/17453,1
5181,YAK/S/17456,1
5182,YAK/S/17461,1
5183,YAK/S/17464,1
5184,YAK/S/17465,1
5185,YAK/S/17468,1
5186,YAK/S/17469,1
5187,YAK/S/17471,1
5188,YAK/S/17477,1
5189,YAK/S/17480,1
5190,YAK/S/17486,1
5191,YAK/S/17490,1
5192,YAK/S/17505,1
5193,YAK/S/17506,1
5194,YAK/S/17513,1
5195,YAK/S/17522,1
5196,YAK/S/17530,1
5197,YAK/S/17540,1
5198,YAK/S/17541,1
5199,YAK/S/17542,1
5200,YAK/S/17547,1
5201,YAK/S/17550,1
5202,YAK/S/17563,1
5203,YAK/S/17564,1
5204,YAK/S/17565,1
5205,YAK/S/17566,1
5206,YAK/S/17572,1
5207,YAK/S/17575,1
5208,YAK/S/17576,1
5209,YAK/S/17579,1
5210,YAK/S/17586,1
5211,YAK/S/17587,1
5212,YAK/S/17592,1
5213,YAK/S/17593,1
5214,YAK/S/17596,1
5215,YAK/S/17602,1
5216,YAK/S/17609,1
5217,YAK/S/17610,1
5218,YAK/S/17616,1
5219,YAK/S/17617,1
5220,YAK/S/17619,1
5221,YAK/S/17622,1
5222,YAK/S/17625,1
5223,YAK/S/17629,1
5224,YAK/S/17630,1
5225,YAK/S/17631,1
5226,YAK/S/17636,1
5227,YAK/S/17649,1
5228,YAK/S/17651,1
5229,YAK/S/17654,1
5230,YAK/S/17656,1
5231,YAK/S/17658,1
5232,YAK/S/17659,1
5233,YAK/S/17664,1
5234,YAK/S/17668,1
5235,YAK/S/17673,1
5236,YAK/S/17675,1
5237,YAK/S/17677,1
5238,YAK/S/17679,1
5239,YAK/S/17686,1
5240,YAK/S/17687,1
5241,YAK/S/17689,1
5242,YAK/S/17690,1
5243,YAK/S/17692,1
5244,YAK/S/17693,1
5245,YAK/S/17701,1
5246,YAK/S/17702,1
5247,YAK/S/17705,1
5248,YAK/S/17711,1
5249,YAK/S/17713,1
5250,YAK/S/17717,1
5251,YAK/S/17718,1
5252,YAK/S/17719,1
5253,YAK/S/17723,1
5254,YAK/S/17726,1
5255,YAK/S/17728,1
5256,YAK/S/17729,1
5257,YAK/S/17730,1
5258,YAK/S/17733,1
5259,YAK/S/17734,1
5260,YAK/S/17742,1
5261,YAK/S/17743,1
5262,YAK/S/17744,1
5263,YAK/S/17747,1
5264,YAK/S/17749,1
5265,YAK/S/17755,1
5266,YAK/S/17756,1
5267,YAK/S/17758,1
5268,YAK/S/17759,1
5269,YAK/S/17762,1
5270,YAK/S/17768,1
5271,YAK/S/17770,1
5272,YAK/S/17771,1
5273,YAK/S/17781,1
5274,YAK/S/17789,1
5275,YAK/S/17790,1
5276,YAK/S/17791,1
5277,YAK/S/17804,1
5278,YAK/S/17807,1
5279,YAK/S/17809,1
5280,YAK/S/17810,1
5281,YAK/S/17813,1
5282,YAK/S/17814,1
5283,YAK/S/17815,1
5284,YAK/S/17816,1
5285,YAK/S/17821,1
5286,YAK/S/17822,1
5287,YAK/S/17823,1
5288,YAK/S/17825,1
5289,YAK/S/17826,1
5290,YAK/S/17831,1
5291,YAK/S/17832,1
5292,YAK/S/17833,1
5293,YAK/S/17838,1
5294,YAK/S/17840,1
5295,YAK/S/17843,1
5296,YAK/S/17847,1
5297,YAK/S/17849,1
5298,YAK/S/17850,1
5299,YAK/S/17851,1
5300,YAK/S/17852,1
5301,YAK/S/17859,1
5302,YAK/S/17860,1
5303,YAK/S/17862,1
5304,YAK/S/17863,1
5305,YAK/S/17865,1
5306,YAK/S/17866,1
5307,YAK/S/17868,1
5308,YAK/S/17881,1
5309,YAK/S/17884,1
5310,YAK/S/17886,1
5311,YAK/S/17887,1
5312,YAK/S/17889,1
5313,YAK/S/17891,1
5314,YAK/S/17896,1
5315,YAK/S/17897,1
5316,YAK/S/17898,1
5317,YAK/S/17901,1
5318,YAK/S/17907,1
5319,YAK/S/17908,1
5320,YAK/S/17914,1
5321,YAK/S/17918,1
5322,YAK/S/17927,1
5323,YAK/S/17930,1
5324,YAK/S/17931,1
5325,YAK/S/17933,1
5326,YAK/S/17937,1
5327,YAK/S/17939,1
5328,YAK/S/17951,1
5329,YAK/S/17953,1
5330,YAK/S/17954,1
5331,YAK/S/17955,1
5332,YAK/S/17960,1
5333,YAK/S/17964,1
5334,YAK/S/17973,1
5335,YAK/S/17977,1
5336,YAK/S/17981,1
5337,YAK/S/17984,1
5338,YAK/S/17986,1
5339,YAK/S/17991,1
5340,YAK/S/17993,1
5341,YAK/S/17996,1
5342,YAK/S/17999,1
5343,YAK/S/18003,1
5344,YAK/S/18007,1
5345,YAK/S/18009,1
5346,YAK/S/18018,1
5347,YAK/S/18020,1
5348,YAK/S/18021,1
5349,YAK/S/18028,1
5350,YAK/S/18033,1
5351,YAK/S/18034,1
5352,YAK/S/18045,1
5353,YAK/S/18056,1
5354,YAK/S/18057,1
5355,YAK/S/18058,1
5356,YAK/S/18060,1
5357,YAK/S/18064,1
5358,YAK/S/18068,1
5359,YAK/S/18069,1
5360,YAK/S/18072,1
5361,YAK/S/18073,1
5362,YAK/S/18074,1
5363,YAK/S/18076,1
5364,YAK/S/18081,1
5365,YAK/S/18087,1
5366,YAK/S/18093,1
5367,YAK/S/18101,1
5368,YAK/S/18104,1
5369,YAK/S/18107,1
5370,YAK/S/18112,1
5371,YAK/S/18117,1
5372,YAK/S/18120,1
5373,YAK/S/18121,1
5374,YAK/S/18123,1
5375,YAK/S/18125,1
5376,YAK/S/18128,1
5377,YAK/S/18130,1
5378,YAK/S/18135,1
5379,YAK/S/18138,1
5380,YAK/S/18139,1
5381,YAK/S/18142,1
5382,YAK/S/18145,1
5383,YAK/S/18146,1
5384,YAK/S/18150,1
5385,YAK/S/18164,1
5386,YAK/S/18168,1
5387,YAK/S/18171,1
5388,YAK/S/18181,1
5389,YAK/S/18183,1
5390,YAK/S/18185,1
5391,YAK/S/18192,1
5392,YAK/S/18198,1
5393,YAK/S/18202,1
5394,YAK/S/18208,1
5395,YAK/S/18211,1
5396,YAK/S/18212,1
5397,YAK/S/18220,1
5398,YAK/S/18221,1
5399,YAK/S/18222,1
5400,YAK/S/18224,1
5401,YAK/S/18226,1
5402,YAK/S/18230,1
5403,YAK/S/18231,1
5404,YAK/S/18232,1
5405,YAK/S/18234,1
5406,YAK/S/18237,1
5407,YAK/S/18239,1
5408,YAK/S/18243,1
5409,YAK/S/18247,1
5410,YAK/S/18248,1
5411,YAK/S/18249,1
5412,YAK/S/18250,1
5413,YAK/S/18253,1
5414,YAK/S/18257,1
5415,YAK/S/18261,1
5416,YAK/S/18264,1
5417,YAK/S/18265,1
5418,YAK/S/18266,1
5419,YAK/S/18270,1
5420,YAK/S/18273,1
5421,YAK/S/18276,1
5422,YAK/S/18280,1
5423,YAK/S/18283,1
5424,YAK/S/18284,1
5425,YAK/S/18285,1
5426,YAK/S/18288,1
5427,YAK/S/18289,1
5428,YAK/S/18291,1
5429,YAK/S/18293,1
5430,YAK/S/18296,1
5431,YAK/S/18297,1
5432,YAK/S/18299,1
5433,YAK/S/18303,1
5434,YAK/S/18304,1
5435,YAK/S/18306,1
5436,YAK/S/18311,1
5437,YAK/S/18312,1
5438,YAK/S/18313,1
5439,YAK/S/18314,1
5440,YAK/S/18316,1
5441,YAK/S/18317,1
5442,YAK/S/18320,1
5443,YAK/S/18322,1
5444,YAK/S/18324,1
5445,YAK/S/18337,1
5446,YAK/S/18339,1
5447,YAK/S/18340,1
5448,YAK/S/18351,1
5449,YAK/S/18353,1
5450,YAK/S/18354,1
5451,YAK/S/18355,1
5452,YAK/S/18361,1
5453,YAK/S/18368,1
5454,YAK/S/18370,1
5455,YAK/S/18371,1
5456,YAK/S/18376,1
5457,YAK/S/18383,1
5458,YAK/S/18384,1
5459,YAK/S/18386,1
5460,YAK/S/18389,1
5461,YAK/S/18391,1
5462,YAK/S/18393,1
5463,YAK/S/18395,1
5464,YAK/S/18397,1
5465,YAK/S/18400,1
5466,YAK/S/18401,1
5467,YAK/S/18405,1
5468,YAK/S/18406,1
5469,YAK/S/18412,1
5470,YAK/S/18421,1
5471,YAK/S/18422,1
5472,YAK/S/18428,1
5473,YAK/S/18429,1
5474,YAK/S/18436,1
5475,YAK/S/18437,1
5476,YAK/S/18441,1
5477,YAK/S/18443,1
5478,YAK/S/18445,1
5479,YAK/S/18450,1
5480,YAK/S/18451,1
5481,YAK/S/18453,1
5482,YAK/S/18454,1
5483,YAK/S/18459,1
5484,YAK/S/18464,1
5485,YAK/S/18466,1
5486,YAK/S/18468,1
5487,YAK/S/18470,1
5488,YAK/S/18471,1
5489,YAK/S/18482,1
5490,YAK/S/18490,1
5491,YAK/S/18493,1
5492,YAK/S/18495,1
5493,YAK/S/18502,1
5494,YAK/S/18503,1
5495,YAK/S/18505,1
5496,YAK/S/18506,1
5497,YAK/S/18510,1
5498,YAK/S/18511,1
5499,YAK/S/18524,1
5500,YAK/S/18525,1
5501,YAK/S/18526,1
5502,YAK/S/18527,1
5503,YAK/S/18528,1
5504,YAK/S/18533,1
5505,YAK/S/18536,1
5506,YAK/S/18537,1
5507,YAK/S/18542,1
5508,YAK/S/18544,1
5509,YAK/S/18548,1
5510,YAK/S/18549,1
5511,YAK/S/18550,1
5512,YAK/S/18551,1
5513,YAK/S/18552,1
5514,YAK/S/18553,1
5515,YAK/S/18556,1
5516,YAK/S/18559,1
5517,YAK/S/18561,1
5518,YAK/S/18573,1
5519,YAK/S/18581,1
5520,YAK/S/18584,1
5521,YAK/S/18587,1
5522,YAK/S/18588,1
5523,YAK/S/18592,1
5524,YAK/S/18594,1
5525,YAK/S/18596,1
5526,YAK/S/18601,1
5527,YAK/S/18604,1
5528,YAK/S/18605,1
5529,YAK/S/18607,1
5530,YAK/S/18617,1
5531,YAK/S/18620,1
5532,YAK/S/18625,1
5533,YAK/S/18630,1
5534,YAK/S/18631,1
5535,YAK/S/18632,1
5536,YAK/S/18639,1
5537,YAK/S/18642,1
5538,YAK/S/18645,1
5539,YAK/S/18646,1
5540,YAK/S/18647,1
5541,YAK/S/18650,1
5542,YAK/S/18652,1
5543,YAK/S/18653,1
5544,YAK/S/18656,1
5545,YAK/S/18658,1
5546,YAK/S/18663,1
5547,YAK/S/18664,1
5548,YAK/S/18665,1
5549,YAK/S/18667,1
5550,YAK/S/18672,1
5551,YAK/S/18676,1
5552,YAK/S/18677,1
5553,YAK/S/18678,1
5554,YAK/S/18679,1
5555,YAK/S/18684,1
5556,YAK/S/18686,1
5557,YAK/S/18688,1
5558,YAK/S/18689,1
5559,YAK/S/18695,1
5560,YAK/S/18696,1
5561,YAK/S/18708,1
5562,YAK/S/18709,1
5563,YAK/S/18710,1
5564,YAK/S/18714,1
5565,YAK/S/18715,1
5566,YAK/S/18716,1
5567,YAK/S/18718,1
5568,YAK/S/18721,1
5569,YAK/S/18723,1
5570,YAK/S/18724,1
5571,YAK/S/18726,1
5572,YAK/S/18736,1
5573,YAK/S/18739,1
5574,YAK/S/18741,1
5575,YAK/S/18742,1
5576,YAK/S/18745,1
5577,YAK/S/18755,1
5578,YAK/S/18758,1
5579,YAK/S/18760,1
5580,YAK/S/18764,1
5581,YAK/S/18767,1
5582,YAK/S/18768,1
5583,YAK/S/18769,1
5584,YAK/S/18770,1
5585,YAK/S/18774,1
5586,YAK/S/18779,1
5587,YAK/S/18781,1
5588,YAK/S/18786,1
5589,YAK/S/18787,1
5590,YAK/S/18789,1
5591,YAK/S/18790,1
5592,YAK/S/18791,1
5593,YAK/S/18792,1
5594,YAK/S/18795,1
5595,YAK/S/18804,1
5596,YAK/S/18807,1
5597,YAK/S/18809,1
5598,YAK/S/18811,1
5599,YAK/S/18813,1
5600,YAK/S/18814,1
5601,YAK/S/18815,1
5602,YAK/S/18816,1
5603,YAK/S/18822,1
5604,YAK/S/18828,1
5605,YAK/S/18831,1
5606,YAK/S/18833,1
5607,YAK/S/18842,1
5608,YAK/S/18843,1
5609,YAK/S/18844,1
5610,YAK/S/18845,1
5611,YAK/S/18846,1
5612,YAK/S/18850,1
5613,YAK/S/18856,1
5614,YAK/S/18857,1
5615,YAK/S/18867,1
5616,YAK/S/18871,1
5617,YAK/S/18873,1
5618,YAK/S/18875,1
5619,YAK/S/18881,1
5620,YAK/S/18887,1
5621,YAK/S/18888,1
5622,YAK/S/18889,1
5623,YAK/S/18892,1
5624,YAK/S/18894,1
5625,YAK/S/18912,1
5626,YAK/S/18913,1
5627,YAK/S/18923,1
5628,YAK/S/18925,1
5629,YAK/S/18928,1
5630,YAK/S/18929,1
5631,YAK/S/18939,1
5632,YAK/S/18941,1
5633,YAK/S/18946,1
5634,YAK/S/18954,1
5635,YAK/S/18955,1
5636,YAK/S/18971,1
5637,YAK/S/18973,1
5638,YAK/S/18975,1
5639,YAK/S/18977,1
5640,YAK/S/18978,1
5641,YAK/S/18979,1
5642,YAK/S/18982,1
5643,YAK/S/18983,1
5644,YAK/S/18984,1
5645,YAK/S/18988,1
5646,YAK/S/18989,1
5647,YAK/S/18990,1
5648,YAK/S/18995,1
5649,YAK/S/18999,1
5650,YAK/S/19003,1
5651,YAK/S/19005,1
5652,YAK/S/19008,1
5653,YAK/S/19012,1
5654,YAK/S/19018,1
5655,YAK/S/19019,1
5656,YAK/S/19025,1
5657,YAK/S/19028,1
5658,YAK/S/19031,1
5659,YAK/S/19036,1
5660,YAK/S/19038,1
5661,YAK/S/19044,1
5662,YAK/S/19046,1
5663,YAK/S/19049,1
5664,YAK/S/19051,1
5665,YAK/S/19052,1
5666,YAK/S/19053,1
5667,YAK/S/19055,1
5668,YAK/S/19056,1
5669,YAK/S/19058,1
5670,YAK/S/19061,1
5671,YAK/S/19063,1
5672,YAK/S/19072,1
5673,YAK/S/19073,1
5674,YAK/S/19076,1
5675,YAK/S/19080,1
5676,YAK/S/19083,1
5677,YAK/S/19084,1
5678,YAK/S/19085,1
5679,YAK/S/19088,1
5680,YAK/S/19093,1
5681,YAK/S/19094,1
5682,YAK/S/19105,1
5683,YAK/S/19108,1
5684,YAK/S/19109,1
5685,YAK/S/19112,1
5686,YAK/S/19115,1
5687,YAK/S/19127,1
5688,YAK/S/19128,1
5689,YAK/S/19136,1
5690,YAK/S/19139,1
5691,YAK/S/19140,1
5692,YAK/S/19141,1
5693,YAK/S/19150,1
5694,YAK/S/19155,1
5695,YAK/S/19159,1
5696,YAK/S/19161,1
5697,YAK/S/19164,1
5698,YAK/S/19165,1
5699,YAK/S/19166,1
5700,YAK/S/19171,1
5701,YAK/S/19182,1
5702,YAK/S/19187,1
5703,YAK/S/19189,1
5704,YAK/S/19190,1
5705,YAK/S/19191,1
5706,YAK/S/19193,1
5707,YAK/S/19194,1
5708,YAK/S/19195,1
5709,YAK/S/19200,1
5710,YAK/S/19222,1
5711,YAK/S/19225,1
5712,YAK/S/19233,1
5713,YAK/S/19234,1
5714,YAK/S/19240,1
5715,YAK/S/19243,1
5716,YAK/S/19244,1
5717,YAK/S/19247,1
5718,YAK/S/19254,1
5719,YAK/S/19256,1
5720,YAK/S/19261,1
5721,YAK/S/19266,1
5722,YAK/S/19267,1
